id	text	label
4715	나그네 두 명이 숲 속을 걷고 있었어요.	0
4716	둘은 친구 사이였지요.	1
4717	그런데 느닷없이 큰 곰이 나타나 그들을 쫓아왔어요.	2
4718	그러자 그 중 한 명이 혼자만 얼른 나무 위로 올라가 버렸어요.	2
4719	혼자 남은 나그네는 얼른 땅바닥에 엎드려 죽은 척을 했습니다.	2
4720	곰이 죽은 것에는 손도 대지 않는다는 말을 어디선가 들었기 때문이었지요.	0
4721	곰은 나무에 올라간 나그네를 쳐다보고는 엎드려 있는 나그네에게 다가갔어요.	0
4722	곰은 코를 벌렁거리며 엎드려 있는 나그네의 얼굴 가까이에서 냄새를 맡았어요.	0
4723	그러자 그는 숨도 쉬지 않고 가만히 죽은 시늉을 했지요.	2
4724	곰은 계속 킁킁거리다가 나무로 갔어요.	0
4725	그러고는 나무 위에 있는 친구를 떨어뜨리려고 나무를 앞발로 마구 흔들었어요.	2
4726	나무 위에 있던 나그네는 떨어지지 않으려고 있는 힘을 다해 나뭇가지를 붙잡았지요.	2
4727	"""저리 가!"	2
4728	"저리로 가란 말이야!"""	2
4729	나무 위의 나그네는 소리를 질렀어요.	2
4730	곰은 한참 동안 나무를 흔들다가 그냥 가버렸지요.	0
4731	나무에 올라가 있던 나그네는 안도의 한숨을 쉬며 내려와 엎드려 있던 나그네에게 다가가 물었습니다.	1
4732	"""곰이 킁킁거리면서 자네에게 무슨 말을 하는 것 같던데, 뭐라고 하던가?"""	0
4733	"""친구를 버리고 저 혼자만 살겠다고 도망치는 자하고는 가까이 지내지 말라고 하더군.”"	2
4734	"""거북아, 우리 달리기 경주해볼래?"""	0
4735	토끼가 낮잠을 자려던 거북에게 다가와 말했어요.	0
4736	"""싫어!"	2
4737	"난 잠이나 잘래."""	0
4738	"""너 나랑 경주하면 질 것 같으니까 그러는 거지?"""	2
4739	토끼는 거북을 놀렸습니다.	2
4740	"""그래, 좋아."	1
4741	"어디 한번 해보자!"""	1
4742	화가 난 거북은 토끼의 제안을 받아들였습니다.	2
4743	경주를 시작하자 토끼는 열심히 달렸어요.	1
4744	토끼는 한참을 달리다가 언덕 위에 왔을 때 뒤를 돌아보았지요.	0
4745	거북은 저 멀리 산기슭에서 느릿느릿 기어오고 있었어요.	0
4746	"""어휴, 저 느림보!"	2
4747	여기서 한참 쉬었다 가도 되겠구나!”	1
4748	토끼는 안심을 하고 나무 그늘에 누웠어요.	1
4749	그러다가 토끼는 그만 잠이 들고 말았지요.	0
4750	이 틈에 거북은 조금도 쉬지 않고 열심히 달렸어요.	2
4751	거북은 모든 힘을 다해 열심히 달려갔지요.	2
4752	마침내 거북은 결승점에 먼저 도착했어요.	2
4753	"""이겼다!"	2
4754	"내가 이겼다! 만세!"""	2
4755	거북이 외치는 소리에 놀란 토끼가 잠에서 깨어났지요.	0
4756	토끼는 자기가 진 것을 알고 발을 동동 굴렀답니다.	2
4757	"""으윽!"	2
4758	"느림보 거북에게 지다니…."""	2
4759	"몹시 더운 어느 여름날, 말과 당나귀가 무거운 짐을 지고 길을 가고 있었어요."	2
4760	그런데 당나귀가 그만 병이 나고 말았어요.	2
4761	당나귀는 끙끙거리며 무척 힘들어했어요.	2
4762	"""말아, 내 짐을 조금만 덜어서 네가 져 주지 않겠니?"""	2
4763	당나귀가 말에게 부탁했지요.	0
4764	그러나 말은 당나귀의 부탁을 못 들은 체했어요.	2
4765	"""흥, 나도 힘들단 말이야!"""	2
4766	부탁을 거절당한 당나귀는 힘에 겨워 쩔쩔 매며 짐을 지고 갔어요.	2
4767	"""너무너무 힘들다…, 윽!"""	2
4768	그러다가 얼마 가지 못해 당나귀가 그만 쓰러져 크게 다치고 말았어요.	2
4769	그러자 주인은 당나귀가 지고 가던 짐을 모두 말의 등에 옮겨 실었습니다.	2
4770	"""아이고, 힘들어!"	2
4771	"아이고 등짝이야!"""	2
4772	당나귀의 짐까지 실리자 말은 등이 아프고 걷지 못할 정도로 힘이 들었어요.	2
4773	하지만 주인은 콧노래를 부르며 걸어갔어요.	1
4774	"""아이쿠!"	2
4775	"이렇게 될 줄 알았으면 당나귀가 부탁할 때 들어줄 걸 그랬어."""	2
4776	말은 뒤늦게 후회하면서 무척 힘들어 하며 길을 갔답니다.	2
4777	어느 날 바람과 해가 서로 자신이 잘났다고 힘자랑을 하고 있었어요.	0
4778	"""너보다 내가 힘이 더 세!"""	0
4779	바람이 말했습니다.	0
4780	"""아니야, 내가 더 세!"""	2
4781	해도 지지 않고 맞받아쳤어요.	2
4782	그때 한 나그네가 지나가고 있었어요.	0
4783	"""그럼 저 나그네의 옷을 벗기면 이기는 것으로 하자."""	0
4784	해와 바람은 내기를 걸었어요.	0
4785	"""좋았어!"	1
4786	"그거야 누워서 떡 먹기지!"""	1
4787	먼저 바람이 나그네에게 센 바람을 퍼부었지요.	2
4788	그러자 나그네는 바람을 막으려고 옷을 꼭 여몄어요.	2
4789	"""좋아, 다시 해보자!”"	1
4790	바람은 더욱 세차게 불었어요.	2
4791	"""아이쿠, 추워라!"""	2
4792	나그네는 추워서 더욱더 옷을 감쌌습니다.	2
4793	"""어휴, 이젠 지쳤다!"""	2
4794	결국 바람은 지쳐서 두 손을 들고 말았어요.	2
4795	이번에는 해의 차례였지요.	0
4796	해가 따듯한 햇볕을 내리쬐자 나그네는 더워서 웃옷을 벗었어요.	2
4797	해는 더욱더 뜨겁게 햇볕을 내리쬐었지요.	2
4798	그러자 나그네는 더워서 어쩔 줄을 몰라 했어요.	2
4799	"""어휴, 더워서 도저히 못 참겠다!"""	2
4800	마침내 나그네는 옷을 전부 벗어버리고는 근처 냇가로 뛰어들었답니다.	0
4801	심한 가뭄이 계속되는 어느 더운 여름이었어요.	2
4802	가뭄 때문에 동물 마을에서는 먹이가 점점 귀해져서 서로 먹이를 빼앗으려다가 전쟁이 벌어졌어요.	2
4803	결국 땅 위에 사는 짐승과 하늘의 새들이 편을 갈라 온 힘을 다해 싸우게 되었지요.	2
4804	그런데 박쥐는 구경만 하였어요.	0
4805	"""흠, 어느 쪽이 이길까?"""	0
4806	땅 위의 짐승들이 크게 이겼을 때였어요.	1
4807	박쥐가 짐승들의 왕인 사자를 찾아가 말했어요.	0
4808	"""저는 쥐하고 똑같이 생겼으니까 짐승이지요."""	0
4809	"""그래, 너도 짐승이니까 우리 편이지!"""	1
4810	사자는 자기편이 하나라도 더 필요했기 때문에 박쥐를 짐승 편에 넣어 주었어요.	1
4811	그래서 박쥐는 짐승들과 더불어 새들과 싸웠어요.	2
4812	그러나 이번에는 새들이 크게 이겼지요.	1
4813	새들이 승리에 취해 쉬고 있을 때였어요.	1
4814	박쥐가 새들의 왕인 독수리가 있는 곳으로 와서 시치미를 떼고 말했습니다.	2
4815	"""이번 싸움에 이긴 것을 축하드립니다."	1
4816	"날개가 있는 저를 설마 새가 아니라고 하시진 않겠지요?"""	2
4817	그러고는 박쥐가 날개를 펄럭였어요.	0
4818	독수리는 박쥐를 찬찬히 훑어보았지요.	0
4819	날개를 움직이는 박쥐를 보니 분명 새가 맞았어요.	1
4820	"""물론이지, 넌 우리 새 편이다!"""	1
4821	독수리는 박쥐를 자기편으로 넣어 주었습니다.	1
4822	그 뒤에도 짐승들과 새들은 서로 이기고 지는 싸움을 되풀이했지요.	2
4823	그때마다 박쥐는 이긴 편에 끼려고 이편 저편을 왔다 갔다 하였어요.	0
4824	그런데 오랜 싸움에 지친 짐승들과 새들은 서로 화해를 하기로 하였지요.	1
4825	마침내 긴 싸움은 끝이 났습니다.	1
4826	그리하여 박쥐의 비겁한 행동이 짐승과 새들에게 모두 밝혀지게 되었어요.	2
4827	몹시 화가 난 짐승들과 새들은 박쥐를 아주 멀리 쫓아버렸지요.	2
4828	그 뒤로 박쥐는 낮에는 굴 속 깊이 숨어 있다가 밤이 되면 날아다니게 되었답니다.	2
4829	"맑은 시냇물이 흐르는 마을에 가난한 나무꾼 부부와 아들 헨젤, 그리고 딸 그레텔이 함께 살았어요."	2
4830	두 아이의 어머니는 새어머니였지요.	0
4831	그들은 비록 가난했지만 아이들은 무척 밝았어요.	1
4832	헨젤은 동생 그레텔을 사랑하고 아꼈지요.	1
4833	가난한 아버지는 두 아이에게 잘해 주지 못해서 늘 가슴이 아팠습니다.	2
4834	그러나 새어머니는 헨젤과 그레텔을 미워하고 싫어했지요.	2
4835	"""가뜩이나 집도 가난한데, 얘들은 왜 이렇게 많이 먹는 거야?"""	2
4836	새어머니는 집이 가난한 이유를 아이들에게 돌렸어요.	2
4837	그래서 헨젤과 그레텔은 언제나 새어머니의 눈치를 봐야 했답니다.	2
4838	그러던 어느 날이었어요.	0
4839	밖에서 놀던 헨젤과 그레텔은 날이 저물자 집으로 돌아왔지요.	0
4840	헨젤은 아버지와 새어머니가 다투는 소리를 듣게 되었어요.	2
4841	"""아이들을 숲 속에 내버리지 않으면 우리 모두 굶어 죽을 거예요!"""	2
4842	"""그래도 어떻게 아이들을 숲 속에 버린단 말이오?"	2
4843	"나는 절대 그런 짓은 할 수 없소!"""	2
4844	아버지와 새어머니는 점점 소리 높여 싸웠어요.	2
4845	"""내일 당장 아이들을 숲에 버리고 오세요!"	2
4846	"안 그러면 내가 집을 나가겠어요!"""	2
4847	결국 아버지는 새어머니의 말을 따르기로 했답니다.	0
4848	어느새 밤이 깊었어요.	0
4849	아버지는 아이들을 숲 속에 버릴 생각을 하니 쉽게 잠이 오지 않았어요.	2
4850	아무것도 모르는 그레텔은 행복한 꿈을 꾸는지 얼굴에 환한 미소를 지으며 자고 있었지요.	1
4851	모두가 잠든 새벽에 헨젤은 몰래 일어나 조용히 마당으로 나갔어요.	0
4852	그러고는 작은 돌멩이들을 주워 주머니에 가득 담았지요.	0
4853	헨젤은 다시 방으로 돌아와 잠자리에 들었어요.	0
4854	하지만 내일 일이 걱정되어 잠을 이룰 수 없었지요.	2
4855	다음 날 오후 아버지와 새어머니는 헨젤과 그레텔을 데리고 숲으로 갔어요.	0
4856	"벌써 노을이 지고 있었고, 나무가 우거진 숲 속은 더 컴컴했습니다."	2
4857	그레텔은 오랜만의 나들이에 마냥 신이 났어요.	1
4858	그레텔은 씩씩한 발걸음으로 제일 앞장서서 걸어갔지요.	1
4859	아버지와 새어머니는 아무 말 없이 걸었답니다.	0
4860	하지만 헨젤은 일부러 뒤에서 천천히 따라갔어요.	2
4861	그러고는 어젯밤에 마당에서 주운 돌멩이들을 하나씩 길에 떨어뜨렸답니다.	0
4862	소리가 나지 않게 조심하며 떨어뜨렸지요.	2
4863	어느새 작은 돌멩이들은 하나의 길을 만들었습니다.	1
4864	숲속 깊숙이 아이들을 데려온 아버지는 날이 어두워지자 모닥불을 지폈답니다.	0
4865	그리고 아이들에게 빵을 하나씩 주었어요.	0
4866	"""얘들아, 잠깐 저쪽에 다녀올 테니 여기서 기다리고 있어라."""	0
4867	아버지는 새어머니와 함께 가면서도 헨젤과 그레텔이 있는 쪽을 자꾸 돌아봤어요.	0
4868	헨젤은 그레텔과 함께 빵을 먹으며 부모님을 기다렸어요.	0
4869	헨젤은 그레텔이 감기에 걸리지 않도록 계속 따뜻하게 모닥불을 지폈어요.	1
4870	"""오빠, 아빠랑 새엄마가 금방 오시겠지?"""	2
4871	"""그럼, 곧 오실 거야!"""	1
4872	어느새 그레텔은 헨젤의 무릎을 베고 잠이 들었습니다.	0
4873	다음 날 헨젤과 그레텔은 숲 속에서 아침을 맞았어요.	0
4874	잠에서 깬 그레텔은 무서워하며 말했어요.	2
4875	"""오빠!"	0
4876	"아빠랑 새엄마는 왜 안 오신 거야?"""	2
4877	"""응, 그게 말이지......"""	0
4878	헨젤은 쉽게 말을 하지 못했어요.	2
4879	그제야 그레텔은 자신들이 버려진 것을 알고 소리 내어 울었답니다.	2
4880	헨젤도 눈물이 났지만 꾹 참고 그레텔을 달랬어요.	1
4881	"""그레텔, 걱정 마!"	1
4882	내가 집으로 가는 길을 알고 있어.”	1
4883	헨젤은 그레텔을 다정하게 안아 주었어요.	1
4884	그레텔은 오빠의 말에 겨우 울음을 그쳤어요.	1
4885	"""오빠, 이제 울지 않을게!"	1
4886	"어서 집으로 가자."""	1
4887	"""그래, 그레텔!"""	1
4888	그레텔의 말에 헨젤도 힘이 났어요.	0
4889	헨젤과 그레텔은 어제 왔던 숲 속 길로 갔어요.	0
4890	잠시 후 헨젤은 돌멩이로 표시해 놓은 길을 발견했어요.	1
4891	"""그레텔, 이 돌멩이를 쭉 따라가면 돼."""	1
4892	"""정말이야, 오빠?"	0
4893	"집으로 갈 수 있다니 너무 행복해."""	1
4894	헨젤과 그레텔은 손을 잡고 씩씩하게 걸어갔습니다.	1
4895	헨젤과 그레텔은 무사히 집으로 돌아왔어요.	1
4896	아버지는 집으로 돌아온 아이들을 보고 기뻐했지요.	1
4897	하지만 새어머니의 잔소리 때문에 이번에는 더 깊은 숲 속으로 아이들을 데려가야 했답니다.	2
4898	새어머니는 헨젤과 그레텔에게 빵을 조금 주었어요.	2
4899	돌멩이를 미처 준비하지 못한 헨젤은 빵을 조금씩 잘라 길에 떨어뜨렸어요.	2
4900	어느새 헨젤 가족은 저번보다 더 깊은 숲 속에 도착했답니다.	2
4901	"""저쪽에서 나무를 베고 올 테니 여기서 잠깐만 기다리렴."""	0
4902	아버지는 그레텔을 달래고는 새어머니와 함께 떠났습니다.	2
4903	헨젤과 그레텔은 숲 속에 앉아 오랫동안 아버지가 돌아오시기를 기다렸어요.	2
4904	하지만 날이 어두워질 때까지 아버지는 오시지 않았지요.	2
4905	헨젤과 그레텔은 집으로 돌아가기 위해 떨어뜨린 빵 조각을 찾아 보았어요.	0
4906	하지만 아무리 걸어도 빵 조각은 보이지 않았답니다.	2
4907	이미 새들이 전부 쪼아 먹어 버렸기 때문이에요.	2
4908	길을 잃은 헨젤과 그레텔은 배도 고파 왔어요.	2
4909	헨젤은 주머니에 남아 있던 빵 부스러기를 모아 그레텔에게 주었어요.	0
4910	남매는 계속 숲 속을 헤맸지요.	2
4911	하지만 며칠이 지나도 집을 찾을 수 없었어요.	2
4912	그러던 어느 날이었어요.	0
4913	"""앗, 오빠!"	0
4914	"저기 이상한 집이 있어!"""	2
4915	그레텔이 무엇인가를 보고 매우 놀라 소리쳤어요.	0
4916	"""와, 저건 과자로 만든 집이잖아!"""	1
4917	그레텔이 발견한 것은 지붕부터 벽까지 온통 과자로 만들어진 신기한 집이었어요.	1
4918	"""와, 맛있겠다!"""	1
4919	배가 많이 고팠던 헨젤과 그레텔은 달려가서 과자 집의 기둥과 벽을 뜯어먹었어요.	1
4920	과자 집은 지금까지 한번도 먹어 보지 못한 신기하고도 달콤한 맛이었어요.	1
4921	그렇게 한참을 정신없이 먹고 있는데 갑자기 과자 집의 문이 벌컥 열렸어요.	2
4922	헨젤과 그레텔이 깜짝 놀라 쳐다보니 코가 긴 할머니가 큰 지팡이를 들고 서 있었지요.	0
4923	"""누가 내 집을 뜯어먹나 했더니, 귀여운 꼬마들이었구나?"	1
4924	안으로 들어오렴.	1
4925	"이것보다 더 맛있는 것을 주마!"""	1
4926	할머니는 밝게 웃으며 헨젤과 그레텔을 집 안으로 데리고 갔습니다.	1
4927	할머니는 아이들에게 맛있는 음식을 주었어요.	1
4928	그리고 푹신한 침대에서 잘 수 있게 해 주었지요.	1
4929	"""오빠, 여기는 마치 하늘나라 같아!"""	1
4930	"""그러게, 정말 좋은 할머니야!"""	1
4931	헨젤과 그레텔은 너무 행복했어요.	1
4932	그러나 이 할머니는 아주 무서운 마녀였어요.	2
4933	과자로 만든 집으로 아이들을 꾀어낸 후 아이들을 살찌워서 잡아먹었지요.	2
4934	그래서 헨젤과 그레텔에게도 맛있는 음식을 잔뜩 주었던 거예요.	1
4935	다음 날 잠에서 깬 헨젤은 깜짝 놀랐어요.	0
4936	어제 분명히 침대에서 잠이 들었는데 일어나 보니 커다란 철장 안이었지요.	2
4937	그리고 그레텔은 커다란 나무 물통에 물을 담아 힘들게 나르고 있었답니다.	2
4938	헨젤은 이 모든 게 꿈만 같았어요.	0
4939	"""흐흐흐, 통통하게 살이 찌면 정말 맛있겠구나.”"	1
4940	마녀는 헨젤을 보며 입맛을 다셨어요.	1
4941	마녀는 헨젤에게는 좋은 음식을 많이 주었지만 그레텔에게는 음식을 조금만 주었지요.	0
4942	마녀는 어서 빨리 헨젤이 통통하게 살이 찌기만을 기다렸어요.	0
4943	어느덧 헨젤과 그레텔이 마녀의 집에 온 지 한 달이 되었어요.	0
4944	"""흐흐, 이만하면 살이 많이 쪘겠지?"	1
4945	"이제 그만 잡아먹어야겠군!"""	2
4946	마녀는 그레텔이 길어 온 물을 커다란 솥에 가득 부었어요.	1
4947	그러고는 장작을 태워 물을 펼펄 끓였지요.	1
4948	마녀가 나무를 더 집어넣으려 할 때였어요.	0
4949	그레텔이 온 힘을 다해 마녀를 아궁이 속으로 밀어 넣었습니다.	2
4950	"""으악, 내 머리!"	2
4951	"앗, 뜨거워!"""	2
4952	머리에 불이 붙은 마녀는 아궁이 속에서 발버둥을 쳤습니다.	2
4953	그레텔은 헨젤이 갇힌 철장의 문을 열었지요.	0
4954	헨젤은 철장 속에서 얼른 뛰어나왔어요.	0
4955	결국 마녀는 불에 타 죽고 말았답니다.	2
4956	헨젤과 그레텔은 마녀 집에 있는 보석들을 가지고 집으로 돌아왔어요.	1
4957	집에는 아버지 혼자만 있었지요.	2
4958	그동안 집이 더 가난해지자 새어머니가 집을 떠나 버렸다고 했어요.	2
4959	아버지는 아이들을 보자 눈물을 흘렸습니다.	2
4960	"""얘들아, 미안하다!"	2
4961	"이 아비를 용서해 주렴."""	2
4962	헨젤과 그레텔도 눈물을 흘리며 아버지에게 달려갔어요.	0
4963	그 후로 헨젤과 그레텔은 아버지와 함께 행복하게 살았답니다.	1
4964	오래전 한 나라에서 전해져 내려오는 이야기입니다.	0
4965	그 나라에는 호기심이 많은 왕이 살았답니다.	1
4966	하지만 그 왕은 금방 싫증을 내고 자주 심심해했지요.	2
4967	그래서 왕은 유명한 마술사들을 불러 심심함을 달랬어요.	1
4968	마술사들은 여러 가지 신기하고도 다양한 마술들로 왕을 즐겁게 했어요.	1
4969	그런데 이런 놀라운 마술도 너무 많이 본 탓일까요?	2
4970	"""에잇!"	2
4971	"이제는 이것들도 다 지겨워졌어!"""	2
4972	왕은 마술을 보는 것도 싫증을 냈습니다.	2
4973	"""좀 더 재미난 것들을 내 앞에 가져와라!"""	0
4974	그러던 어느 날 신하가 한 사내를 왕 앞에 데려왔어요.	0
4975	"""폐하, 이자는 이상한 물건을 가지고 있는데, 그것이 신기한 마술을 부린다고 합니다."""	1
4976	"""마술이라면 더는 싫다고 분명히 말했을 텐데!"""	2
4977	왕은 신경질을 냈지요.	2
4978	"""폐하, 이 자는 이상한 마술을 보여 주는 것이 아니라 물건을 본 사람이 이상해지는 거랍니다!"""	2
4979	"""오호, 그래?"	1
4980	"그게 무엇이냐?"""	0
4981	왕은 금세 호기심이 생겼어요.	1
4982	머리에 이상한 두건을 쓰고 금색 망토를 걸친 사내가 왕에게 조그마한 보석 상자를 꺼내 보였답니다.	0
4983	"""이건, 보석 상자가 아니더냐?"""	0
4984	왕은 실망한 듯 말했어요.	2
4985	"""임금님, 보기에는 그냥 보석 상자이오나 이 안에 든 가루는 신기한 마법을 부릴 수 있습니다."""	1
4986	"""신기한 마법이라고?"""	1
4987	왕은 더 궁금했지요.	0
4988	"""예, 이 가루의 냄새를 맡고 '와탕불!' 하고 주문을 외친 후 원하는 동물을 말하면 그 동물의 모습으로 변하게 됩니다."	0
4989	그러면 동물들이 말하는 것들을 알아들을 수가 있지요.	0
4990	"그리고 다시 사람으로 돌아오려면 그 주문을 외치고 나서 동쪽을 향해 세 번 절하면 됩니다."""	0
4991	마법사는 왕에게 자세히 설명했어요.	1
4992	"""오호라, 이거 재미 있겠구나!"""	1
4993	왕의 얼굴이 금방 환해졌어요.	1
4994	"""그러나 폐하, 꼭 기억해야 할 것이 있습니다."	0
4995	동물로 변했을 때는 절대 웃지 말아야 합니다.	2
4996	"만약 웃게 되면 주문을 까먹고 평생 그 동물로 살아야 합니다!"""	2
4997	사내가 강조하여 말했지요.	0
4998	"""그래, 절대 웃지만 않으면 되는 거구나!"""	2
4999	왕은 당장 주문을 외워 동물로 변하고 싶은 마음에 가슴이 두근거렸습니다.	1
5000	왕은 보석 상자를 들고 조용히 자신의 방으로 갔어요.	0
5001	그리고 친하게 지내던 신하 조르를 불렀답니다.	0
5002	"""이 요술 가루를 한번 써 보자꾸나!"	0
5003	너는 어떤 동물이 되고 싶으냐?	0
5004	나는 저 창밖으로 보이는 황새가 되고 싶다.	1
5005	매일 저기 앉아서 어찌나 시끄럽게 굴던지…….	2
5006	"저 황새들이 무슨 말을 하는지가 궁금하구나!"""	1
5007	왕은 조르에게 말했지요.	0
5008	"""폐하, 저도 황새로 변하고 싶습니다.”"	0
5009	조르도 호기심에 눈을 반짝이며 대답했어요.	1
5010	왕과 조르는 보석 상자를 들고 정원으로 나왔습니다.	0
5011	조금 떨어진 곳에서 황새들이 모여 있었지요.	0
5012	왕은 보석 상자를 조심스럽게 열었어요.	0
5013	그리고 조르와 함께 가루의 냄새를 맡고 외쳤지요.	0
5014	"""와탕불, 황새!"""	0
5015	순간 왕과 조르는 부리가 기다란 황새로 변했습니다.	0
5016	"""오호, 내가 이렇게 변하다니!"""	1
5017	왕은 깜짝 놀랐어요.	0
5018	"""폐하, 저도 무척 신기합니다!"""	0
5019	역시 황새로 변한 조르가 말했어요.	2
5020	왕과 조르는 황새들이 모여 있는 곳으로 가서 무슨 말을 하는지 귀를 기울였지요.	2
5021	황새들은 서로 먹이 이야기를 하고 있었어요.	2
5022	"""길쭉이 아줌마, 오랜만이에요!"	1
5023	"오늘은 무엇을 잡아먹을 거예요?"""	0
5024	"""아이고, 따래기 아줌마 아니에요?"	0
5025	"저는 오늘 개구리를 잡아먹을 거예요!"""	0
5026	"""개구리는 목에 넘어갈 때까지 개굴개굴하고 계속 울어서 싫던데…."""	2
5027	왕은 두 황새의 얘기가 너무나 웃겼답니다.	1
5028	"""으하하하."""	1
5029	왕은 그만 웃음을 터트리고 말았지요.	1
5030	"""저는 요즘 왼쪽 엉덩이만 자꾸 살이 쪄서 운동을 좀 하려고 해요."	2
5031	"날갯짓을 할 때 몸이 무겁거든요!"""	2
5032	다른 황새가 말하면서 춤을 추자 신하 조르도 그만 웃고 말았지요.	1
5033	"""이런!"	2
5034	"웃으면 안 되는데......."""	2
5035	"""이를 어째!"	2
5036	"주문이 생각 안 나네 !"""	2
5037	왕과 조르는 당황했어요.	2
5038	"""임금님, 아무것도 생각나지 않아요!""."	2
5039	"""나도 아무것도 생각나지 않는구나!"""	2
5040	왕과 조르는 어쩔 줄 몰라 했답니다.	2
5041	왕과 조르는 사람으로 돌아갈 수 없게 되었어요.	2
5042	둘은 왕에게 보석 상자를 준 사내를 찾으려고 이곳저곳을 열심히 날아다녔지요.	0
5043	하지만 그 사내를 찾지 못했습니다.	2
5044	어느덧 일주일이 지 나가 버렸어요.	0
5045	왕과 조르는 다시 궁전으로 향했답니다.	0
5046	궁전은 다른 때와 달리 무척 시끄러웠어요.	2
5047	하늘에서는 폭죽이 터지고 나팔은 요란하게 울리며 사람들은 함성을 질렀지요.	1
5048	"""무슨 일이 일어난 걸까?"""	0
5049	왕과 조르는 궁금했어요.	1
5050	그런데 왕에게 보석 상자를 준 그 사내가 새로운 왕이 된 것이 아니겠어요?	2
5051	"""저놈이 우리나라를 빼앗으려고 보석 상자를 준 것이 분명합니다!"""	2
5052	화가 난 조르가 소리쳤어요.	2
5053	마음이 급해진 왕과 조르는 마술을 풀 수 있다는 예언자를 찾기로 했어요.	0
5054	어떤 날은 온종일 날아다니느라 힘이 들었어요.	2
5055	"""임금님, 저는 이제 못 날겠어요!"""	2
5056	조르는 울상을 지으며 말했습니다.	2
5057	"""어쩔 수 없군."	2
5058	"그럼 자네는 다시 궁전으로 가서 사내가 무엇을 하는지 보고 오게."""	0
5059	조르와 헤어진 왕은 홀로 예언자를 찾아 나섰어요.	0
5060	"""마법이 풀리면, 나를 이렇게 만든 사내를 혼내 줄 테다!"""	2
5061	왕은 억울한 마음에 더욱더 하늘 높이 날았답니다.	2
5062	그렇지만 그 예언자는 찾을 수가 없었습니다.	2
5063	어느새 지쳐 버린 왕은 낡고 텅 빈 성에 도착했어요.	2
5064	몸은 피곤하고 마음은 외로웠지요.	2
5065	심심함을 달래려고 무조건 사내의 말대로 한 자신이 한심하다는 생각이 들었답니다.	2
5066	그러자 그동안 참았던 눈물이 펑펑 쏟아졌어요.	2
5067	마침 그 성에서 쉬던 부엉이 한 마리가 왕의 울음소리를 들었어요.	0
5068	그 부엉이도 마음이 힘들어서 울고 있었답니다.	2
5069	"""실례지만 황새님은 왜 그곳에서 울고 계신가요?"""	2
5070	아직 눈물이 그렇그렁한 부엉이가 황새에게 물었어요.	0
5071	"""아니, 그러는 당신은 왜 우는 거요?"""	2
5072	부엉이는 자신에 대해 이야기했답니다.	0
5073	부엉이는 이웃 나라에 사는 공주였어요.	0
5074	"그녀가 한 마술사의 청혼을 거절했는데, 화가 난 마술사가 그녀를 부엉이로 만들어 버렸다는 거예요."	2
5075	왕도 자신이 겪은 일을 말했습니다.	0
5076	땅신에게 보석 상자를 준 그 마법사가 바로 저를 부엉이로 만든 자예요.	2
5077	그는 떠벌리기를 좋아하니까 곁에서 몰래 엿듣다 보면 마법을 푸는 방법을 알 수 있을 거예요.	2
5078	부엉이는 좋은 방법을 왕에게 말해 주었지요.	1
5079	그때 성으로 갔던 조르가 돌아왔어요.	2
5080	"""임금님!"	2
5081	"내일 성에서 잔치가 있답니다."""	1
5082	"""어서 성으로 가자!"""	0
5083	왕과 조르는 마음이 급했어요.	2
5084	그러나 부엉이는 망설였습니다.	0
5085	"""그전에 제가 두 분께 부탁이 하나 있습니다."	0
5086	두분 중 한 분이 제게 청혼을 해 주셔야만 합니다.	1
5087	"그래야만 제가 마법에서 풀릴 수가 있거든요."""	1
5088	왕은 갑자기 당황했어요.	2
5089	혹시 마법이 풀린 부엉이 공주가 못생긴 사람은 아닐지 걱정되었기 때문이었어요.	2
5090	하지만 왕은 어서 빨리 마법에서 풀리고 싶었기에 부엉이에게 청혼했답니다.	1
5091	"왕과 조르, 그리고 부엉이는 성으로 날아갔습니다."	0
5092	셋은 잔치가 벌어진 방 창가에 앉아 안에서 들리는 이야기에 귀 기울였어요.	0
5093	"""허허, 내가 얼마 전 왕에게 요술 가루를 주고 동물로 변하게 되는 마법을 알려 주었지."	1
5094	"동물이 된 다음에는 웃지 말라고 말했건만, 웃는 바람에 계속 동물로 살게 되었어!"	2
5095	"흐흐흐흐."""	1
5096	마술사가 신이 나서 떠들었습니다.	1
5097	"""웃으면 마술이 안 풀리나요?"""	0
5098	옆에 있던 마술사의 부하가 물었어요.	0
5099	"""아니, 웃으면 마법을 푸는 주문을 잊어 버리거든."	2
5100	"그 마법을 풀려면 '와탕불!' 하고 외치고 나서 동쪽을 향해 세 번 절하면 되는 거지."""	0
5101	마술사는 술잔을 들어 자신의 부하들과 건배를 했어요.	1
5102	"왕과 조르는 급히 '와탕불!' 하고 외치고, 동쪽을 향해 세 번 절을 하였지요."	0
5103	그러자마자 원래의 왕과 조르의 모습으로 돌아왔어요.	1
5104	그리고 마술사와 그의 부하들을 붙잡았습니다.	2
5105	왕과 조르는 원래대로 돌아온 모습에 무척 기뻐했어요.	1
5106	"""너무 기쁜 나머지 저를 기억 못 하시는 건 아니지요?"""	0
5107	뒤를 돌아보니 아주 아름다운 공주가 웃고 있었어요.	1
5108	부엉이에서 자신의 모습으로 돌아온 이웃 나라 공주였지요.	1
